ApprovalID,ReportID,StepOrder,StepName,ApproverID,ApproverName,Decision,DecisionTimestamp,Comment,CompanyCode,PostingDate,Currency,ItemNumber,CostCenter,GLAccount,JournalName,DocumentType,PostingKey,ProfitCenter,Amount,JournalLineDescription,DebitAmount,CreditAmount,FiscalYear,PostedDate,ExchangeRate,ExchangeRateType,ExchangeRateDate,JournalSource,JournalCategory,PrimaryLedger
APR-19924,be2265ed-5f52-44d4-b7aa-336bc0349a64,3.0,Finance_Recon,finance_0b5b9937@example.com,Sean Williams,APPROVE,2025-10-09T00:00:00,Finance reconciliation completed,C002,2025-07-11,USD,ITEM-19924,CC100,500000,JNL-PLAY,SA,40,PC03,2883.76,Court compare election true but career address.,0.0,2883.76,2025,2024-09-22,0.8903,M,2025-01-02,SAP,EXPENSE,APAC_LEDGER
APR-19925,be2605f0-a50a-4ccf-ba56-69fc6b38c47f,1.0,Manager,manager_3cc63e1b@example.com,Jason Sanchez,APPROVE,2024-05-14T11:00:00,,C002,2025-04-30,GBP,ITEM-19925,CC300,500000,JNL-HE,DR,50,PC03,2970.9,Course common someone walk miss.,2970.9,0.0,2025,2024-12-17,1.4723,C,2024-10-13,WORKDAY,EXPENSE,CORP_LEDGER
APR-19926,be2605f0-a50a-4ccf-ba56-69fc6b38c47f,2.0,Finance_Recon,finance_c874ea7a@example.com,Samuel Valentine,APPROVE,2024-05-14T16:00:00,Finance reconciliation completed,C003,2025-05-28,EUR,ITEM-19926,CC200,400000,JNL-EXPLAIN,KR,50,PC01,1401.02,Style nearly appear grow risk.,0.0,1401.02,2025,2024-12-24,1.3788,M,2024-09-25,SAP,TRAVEL,CORP_LEDGER
APR-19927,be269d53-7f69-4593-a685-04c697720149,1.0,Manager,manager_fdd25f44@example.com,Sonia Jones,APPROVE,2025-09-27T18:00:00,,C001,2025-06-29,GBP,ITEM-19927,CC300,600000,JNL-PAST,SA,40,PC03,2260.98,Much person water stage wear time.,2260.98,0.0,2025,2025-09-10,0.7982,M,2024-12-13,CONCUR,EXPENSE,CORP_LEDGER
APR-19928,be269d53-7f69-4593-a685-04c697720149,2.0,Finance,finance_75c44e7f@example.com,Lisa Smith,APPROVE,2025-10-04T08:00:00,,C001,2025-05-18,INR,ITEM-19928,CC100,600000,JNL-GROUP,SA,40,PC01,1136.23,Tv sit spend.,0.0,1136.23,2025,2025-06-22,1.2392,B,2025-01-25,SAP,TRAVEL,APAC_LEDGER
APR-19929,be269d53-7f69-4593-a685-04c697720149,3.0,Finance_Recon,finance_0cab31b0@example.com,Justin Strickland,APPROVE,2025-10-06T03:00:00,Finance reconciliation completed,C001,2024-11-05,GBP,ITEM-19929,CC100,400000,JNL-WRONG,DR,40,PC03,882.89,Threat heavy gas draw only.,882.89,0.0,2025,2025-08-10,1.3181,M,2025-06-21,CONCUR,TRAVEL,APAC_LEDGER
APR-19930,be2ff4d0-544a-4ce4-a70a-7b465f317e52,1.0,Manager,manager_788913db@example.com,Jeremy Woodward,APPROVE,2024-05-28T09:00:00,,C001,2025-01-18,EUR,ITEM-19930,CC300,500000,JNL-IF,SA,40,PC02,2114.64,Candidate environment must degree.,0.0,2114.64,2025,2025-02-16,1.1568,M,2024-11-08,CONCUR,PURCHASE,CORP_LEDGER
APR-19931,be2ff4d0-544a-4ce4-a70a-7b465f317e52,2.0,Finance,finance_20bfc348@example.com,Alan Anderson,APPROVE,2024-05-30T19:00:00,,C003,2025-02-27,USD,ITEM-19931,CC100,600000,JNL-SECOND,SA,50,PC02,4945.82,Collection through tree kitchen activity sport dog.,4945.82,0.0,2025,2024-12-30,1.3203,M,2025-05-21,SAP,TRAVEL,APAC_LEDGER
APR-19932,be2ff4d0-544a-4ce4-a70a-7b465f317e52,3.0,Finance_Recon,finance_a2af7132@example.com,Mercedes Mccall,APPROVE,2024-06-03T00:00:00,Finance reconciliation completed,C003,2024-11-25,EUR,ITEM-19932,CC100,400000,JNL-YEAR,SA,50,PC02,4942.55,Sometimes then discussion company.,0.0,4942.55,2025,2025-06-24,1.2842,C,2025-07-08,SAP,EXPENSE,CORP_LEDGER
APR-19934,be38828b-5d68-4c18-b415-abd3fdae268f,1.1,Manager_RESUBMIT,manager_65f5cd59@example.com,Zachary Ramirez,RESUBMITTED,2025-06-20T02:00:00,Resubmitted by owner after additional docs,C001,2025-03-20,USD,ITEM-19933,CC100,400000,JNL-DAUGHTER,KR,40,PC01,3866.4,Any movement fact cell home mission edge economy.,3866.4,0.0,2025,2025-07-15,0.8884,B,2024-09-20,WORKDAY,TRAVEL,APAC_LEDGER
APR-19934,be38828b-5d68-4c18-b415-abd3fdae268f,1.0,Manager,manager_65f5cd59@example.com,Zachary Ramirez,REJECT,2025-06-21T02:00:00,Sent back for more receipts/details. Final decision: REJECT.,C003,2024-10-13,GBP,ITEM-19934,CC100,500000,JNL-HIT,SA,40,PC02,2324.22,Throw itself own lay box picture.,0.0,2324.22,2025,2024-12-17,1.2115,C,2024-10-24,CONCUR,EXPENSE,CORP_LEDGER
APR-19935,be40f5b6-07fd-4b73-9bf3-452f4d29b955,1.0,Manager,manager_fe2a83f3@example.com,Kyle Barrett,APPROVE,2025-02-21T03:00:00,,C001,2024-11-27,EUR,ITEM-19935,CC200,600000,JNL-UNDER,DR,50,PC03,738.55,Art seem sometimes goal yard ground natural.,738.55,0.0,2025,2025-08-11,1.2374,B,2024-12-29,WORKDAY,TRAVEL,CORP_LEDGER
APR-19936,be40f5b6-07fd-4b73-9bf3-452f4d29b955,2.0,Finance_Recon,finance_b87cf8f9@example.com,Ashley Walker,APPROVE,2025-02-23T19:00:00,Finance reconciliation completed,C001,2025-09-12,INR,ITEM-19936,CC200,500000,JNL-SIMILAR,DR,50,PC02,568.75,Mean mouth door reduce series themselves these.,0.0,568.75,2025,2025-03-05,0.8168,M,2025-07-20,CONCUR,PURCHASE,APAC_LEDGER
APR-19938,be41e4cf-6d23-4338-8ec0-aad4002f59e9,1.1,Manager_RESUBMIT,manager_c50e8ffa@example.com,Kimberly Wilson,RESUBMITTED,2024-09-22T07:00:00,Resubmitted by owner after additional docs,C003,2025-05-05,GBP,ITEM-19937,CC100,500000,JNL-TRADITIONAL,SA,40,PC02,4398.06,Require bill dark within young trip out.,4398.06,0.0,2025,2025-03-27,0.8008,B,2025-05-29,CONCUR,EXPENSE,APAC_LEDGER
APR-19938,be41e4cf-6d23-4338-8ec0-aad4002f59e9,1.0,Manager,manager_c50e8ffa@example.com,Kimberly Wilson,APPROVE,2024-09-22T07:00:00,Sent back for more receipts/details. Final decision: APPROVE.,C003,2025-09-15,GBP,ITEM-19938,CC100,600000,JNL-ANALYSIS,SA,50,PC02,2035.45,Challenge base eat music.,0.0,2035.45,2025,2025-06-14,1.2802,B,2025-06-27,CONCUR,EXPENSE,CORP_LEDGER
APR-19939,be41e4cf-6d23-4338-8ec0-aad4002f59e9,2.0,Finance_Recon,finance_06c4e7dc@example.com,Cory Petty,APPROVE,2024-09-24T09:00:00,Finance reconciliation completed,C001,2025-03-16,USD,ITEM-19939,CC300,600000,JNL-WHERE,SA,50,PC03,2322.94,Way talk PM already attention central describe.,2322.94,0.0,2025,2025-08-18,1.0516,B,2025-06-15,SAP,EXPENSE,CORP_LEDGER
APR-19940,be470ce6-9d50-4e55-a51c-109ee82f0ae6,1.0,Manager,manager_1ff3747e@example.com,Adriana Carrillo,APPROVE,2025-06-09T05:00:00,,C003,2025-08-18,USD,ITEM-19940,CC200,500000,JNL-ADDRESS,DR,40,PC02,1386.92,Camera instead method.,0.0,1386.92,2025,2025-04-03,1.4642,B,2024-11-26,CONCUR,TRAVEL,APAC_LEDGER
APR-19941,be470ce6-9d50-4e55-a51c-109ee82f0ae6,2.0,Finance,finance_eb241fe4@example.com,Sabrina Lewis,APPROVE,2025-06-09T12:00:00,,C001,2025-02-25,USD,ITEM-19941,CC200,500000,JNL-DOWN,DR,40,PC03,609.95,Thank pull class throughout.,609.95,0.0,2025,2025-08-01,1.2226,B,2025-03-12,SAP,TRAVEL,APAC_LEDGER
APR-19942,be470ce6-9d50-4e55-a51c-109ee82f0ae6,3.0,Finance_Recon,finance_2b184b0a@example.com,Anthony Chen Jr.,APPROVE,2025-06-12T11:00:00,Finance reconciliation completed,C003,2025-01-05,EUR,ITEM-19942,CC300,500000,JNL-MEAN,KR,50,PC01,782.98,Control whole weight.,0.0,782.98,2025,2025-05-17,0.9639,B,2024-12-01,SAP,PURCHASE,CORP_LEDGER
APR-19943,be4a672d-da8f-45f6-8f9e-a0ec679885ac,1.0,Manager,manager_a917c9a9@example.com,Mrs. Amanda Lawson DDS,APPROVE,2025-08-30T18:00:00,,C001,2025-06-06,GBP,ITEM-19943,CC300,400000,JNL-WILL,KR,50,PC03,1039.41,Physical seven whether three billion cover.,1039.41,0.0,2025,2025-09-18,0.9518,C,2025-08-17,CONCUR,EXPENSE,CORP_LEDGER
APR-19944,be4a672d-da8f-45f6-8f9e-a0ec679885ac,2.0,Finance,finance_ff9ae4b3@example.com,Christopher Russell,APPROVE,2025-09-04T16:00:00,,C001,2025-03-22,USD,ITEM-19944,CC100,500000,JNL-DIRECTION,SA,40,PC01,1483.36,Lawyer hotel religious body level.,0.0,1483.36,2025,2025-05-04,0.9282,C,2025-09-15,SAP,PURCHASE,APAC_LEDGER
APR-19945,be4a672d-da8f-45f6-8f9e-a0ec679885ac,3.0,Finance_Recon,finance_8e226bd5@example.com,Dustin Thomas,APPROVE,2025-09-05T07:00:00,Finance reconciliation completed,C003,2025-06-26,INR,ITEM-19945,CC200,400000,JNL-EXPERT,SA,50,PC01,2881.18,Thank fly personal send represent bad professor.,2881.18,0.0,2025,2025-08-22,1.2732,C,2025-03-28,WORKDAY,TRAVEL,APAC_LEDGER
APR-19946,be4ac14d-2d17-4426-9750-5e0734cc1c61,1.0,Manager,manager_887a130a@example.com,Jackie French,APPROVE,2024-05-31T16:00:00,,C001,2025-04-30,INR,ITEM-19946,CC200,400000,JNL-ONE,DR,40,PC03,4561.91,Name deep speak.,0.0,4561.91,2025,2024-10-24,0.9782,M,2025-04-28,SAP,EXPENSE,APAC_LEDGER
APR-19947,be4ac14d-2d17-4426-9750-5e0734cc1c61,2.0,Finance,finance_cb8b2d29@example.com,Joy Flores,APPROVE,2024-06-05T17:00:00,,C002,2024-11-13,EUR,ITEM-19947,CC200,500000,JNL-THOSE,DR,40,PC01,1485.86,Save similar lay in easy picture inside.,1485.86,0.0,2025,2025-08-25,1.2922,B,2025-09-05,WORKDAY,EXPENSE,CORP_LEDGER
APR-19948,be4ac14d-2d17-4426-9750-5e0734cc1c61,3.0,Finance_Recon,finance_3a5e32ba@example.com,Holly Rios,APPROVE,2024-06-07T21:00:00,Finance reconciliation completed,C001,2025-04-15,INR,ITEM-19948,CC300,400000,JNL-TOP,SA,50,PC03,3052.21,Bill yard commercial land language full more.,0.0,3052.21,2025,2025-03-25,1.1545,B,2025-04-24,WORKDAY,EXPENSE,APAC_LEDGER
APR-19949,be4bab71-2b28-4e46-b320-43b01344545a,1.0,Manager,manager_a2d50167@example.com,William Davidson,APPROVE,2025-08-26T23:00:00,,C001,2025-04-22,EUR,ITEM-19949,CC300,500000,JNL-RELIGIOUS,KR,50,PC02,2670.69,Campaign many card company despite here apply.,2670.69,0.0,2025,2025-08-26,0.7295,B,2025-02-26,CONCUR,PURCHASE,CORP_LEDGER
APR-19950,be4bab71-2b28-4e46-b320-43b01344545a,2.0,DeptHead,depthead_424a98d8@example.com,Julie Palmer,APPROVE,2025-09-01T14:00:00,,C001,2024-12-19,GBP,ITEM-19950,CC100,400000,JNL-SHOULD,SA,50,PC03,1090.83,Responsibility learn technology rest.,0.0,1090.83,2025,2024-12-07,0.8346,C,2025-06-27,WORKDAY,PURCHASE,CORP_LEDGER
APR-19951,be4bab71-2b28-4e46-b320-43b01344545a,3.0,Finance,finance_e2676dbd@example.com,Michael Johnson,APPROVE,2025-09-04T12:00:00,,C003,2024-10-21,GBP,ITEM-19951,CC200,500000,JNL-SERIOUS,SA,50,PC02,2317.37,Hair throw north.,2317.37,0.0,2025,2025-03-18,1.4642,B,2024-09-30,CONCUR,TRAVEL,APAC_LEDGER
APR-19952,be4bab71-2b28-4e46-b320-43b01344545a,4.0,Finance_Recon,finance_d52593dc@example.com,Dean Johnson,APPROVE,2025-09-07T13:00:00,Finance reconciliation completed,C001,2025-08-27,USD,ITEM-19952,CC200,600000,JNL-GIVE,DR,50,PC03,4653.48,Build maybe statement discuss parent ready whether.,0.0,4653.48,2025,2024-09-23,1.3614,B,2025-03-18,CONCUR,PURCHASE,CORP_LEDGER
APR-19953,be532ffe-f2ae-4d4c-80f7-9bcca3ba97cd,1.0,Manager,manager_abad1368@example.com,Kelsey Chen,APPROVE,2024-11-03T16:00:00,,C001,2024-11-19,INR,ITEM-19953,CC100,400000,JNL-CATCH,KR,40,PC01,1251.37,Travel generation hit low.,1251.37,0.0,2025,2025-06-12,0.7161,M,2025-07-01,CONCUR,PURCHASE,CORP_LEDGER
APR-19954,be532ffe-f2ae-4d4c-80f7-9bcca3ba97cd,2.0,Finance_Recon,finance_61465bc8@example.com,Angela King,APPROVE,2024-11-06T16:00:00,Finance reconciliation completed,C001,2025-08-07,EUR,ITEM-19954,CC100,400000,JNL-AVAILABLE,KR,40,PC02,4133.36,Strategy may appear ask huge believe.,0.0,4133.36,2025,2025-01-30,1.4591,B,2025-05-17,CONCUR,TRAVEL,CORP_LEDGER
APR-19955,be53cf87-4eee-4867-b177-3a9c060e6286,1.0,Manager,manager_ea1c7fd1@example.com,Randall Kidd,APPROVE,2024-11-09T15:00:00,,C003,2025-02-19,INR,ITEM-19955,CC100,400000,JNL-GLASS,DR,40,PC01,383.14,Team adult difference defense.,383.14,0.0,2025,2024-10-08,1.1715,C,2024-10-12,CONCUR,PURCHASE,APAC_LEDGER
APR-19956,be53cf87-4eee-4867-b177-3a9c060e6286,2.0,Finance,finance_77687f42@example.com,Jennifer Gardner,APPROVE,2024-11-16T09:00:00,,C002,2025-02-28,INR,ITEM-19956,CC100,400000,JNL-WHITE,DR,40,PC01,3243.29,Newspaper cause offer.,0.0,3243.29,2025,2024-09-18,1.4654,B,2025-01-23,SAP,TRAVEL,APAC_LEDGER
APR-19957,be53cf87-4eee-4867-b177-3a9c060e6286,3.0,Finance_Recon,finance_3deb1784@example.com,Jessica Mays,APPROVE,2024-11-19T12:00:00,Finance reconciliation completed,C001,2025-09-03,USD,ITEM-19957,CC300,400000,JNL-FUND,SA,50,PC02,2774.24,Five lead somebody of poor else town right.,2774.24,0.0,2025,2025-03-08,1.051,B,2025-05-19,CONCUR,EXPENSE,APAC_LEDGER
APR-19959,be5505c6-5248-49a8-8ffe-b145e84f9ed3,1.1,Manager_RESUBMIT,manager_c374424d@example.com,Diana Morris,RESUBMITTED,2024-03-12T22:00:00,Resubmitted by owner after additional docs,C003,2025-07-22,EUR,ITEM-19958,CC200,400000,JNL-LAST,DR,50,PC03,438.21,They share sometimes charge attention training.,0.0,438.21,2025,2024-12-28,1.2744,M,2024-12-20,WORKDAY,EXPENSE,APAC_LEDGER
APR-19959,be5505c6-5248-49a8-8ffe-b145e84f9ed3,1.0,Manager,manager_c374424d@example.com,Diana Morris,APPROVE,2024-03-12T22:00:00,Sent back for more receipts/details. Final decision: APPROVE.,C002,2025-05-04,GBP,ITEM-19959,CC200,500000,JNL-THEY,DR,50,PC02,2352.21,Society with myself them account why.,2352.21,0.0,2025,2025-06-10,0.9478,M,2024-11-09,CONCUR,PURCHASE,APAC_LEDGER
APR-19960,be5505c6-5248-49a8-8ffe-b145e84f9ed3,2.0,DeptHead,depthead_15281768@example.com,Rose Robertson,APPROVE,2024-03-14T17:00:00,,C001,2025-01-25,USD,ITEM-19960,CC200,500000,JNL-ALSO,DR,50,PC02,705.55,Something large now.,0.0,705.55,2025,2025-03-03,1.0235,M,2024-11-26,SAP,PURCHASE,APAC_LEDGER
APR-19961,be5505c6-5248-49a8-8ffe-b145e84f9ed3,3.0,Finance,finance_3e84c0ff@example.com,Taylor Miller,REJECT,2024-03-17T15:00:00,,C002,2024-12-24,USD,ITEM-19961,CC200,500000,JNL-NOTHING,SA,50,PC03,4619.22,Bill training deep toward bag fine.,4619.22,0.0,2025,2024-10-15,0.9959,B,2025-01-26,CONCUR,PURCHASE,CORP_LEDGER
APR-19962,be6b8f79-c6b5-4b9d-9bd1-ef239f7e6f54,1.0,Manager,manager_00ed5d1f@example.com,Michael Owens,APPROVE,2024-05-07T22:00:00,,C002,2024-11-24,EUR,ITEM-19962,CC200,500000,JNL-STEP,SA,50,PC01,2482.72,Campaign lay second.,0.0,2482.72,2025,2025-04-22,1.0782,B,2025-06-24,WORKDAY,PURCHASE,CORP_LEDGER
APR-19963,be6b8f79-c6b5-4b9d-9bd1-ef239f7e6f54,2.0,Finance,finance_d9c173da@example.com,Michael Holt,APPROVE,2024-05-10T11:00:00,,C002,2025-01-05,INR,ITEM-19963,CC200,400000,JNL-RECORD,KR,50,PC02,1405.21,Give technology yes too.,1405.21,0.0,2025,2024-10-07,0.7518,B,2025-09-08,CONCUR,TRAVEL,APAC_LEDGER
APR-19964,be6b8f79-c6b5-4b9d-9bd1-ef239f7e6f54,3.0,Finance_Recon,finance_cfe34dd5@example.com,Meredith Munoz,APPROVE,2024-05-13T13:00:00,Finance reconciliation completed,C002,2025-08-10,INR,ITEM-19964,CC100,400000,JNL-STAGE,SA,50,PC01,2791.88,Smile manager best call production.,0.0,2791.88,2025,2024-10-20,1.1427,M,2025-07-07,SAP,EXPENSE,CORP_LEDGER
APR-19965,be73dc95-b064-4426-bc44-9593cbab985f,1.0,Manager,manager_3c3766a8@example.com,Mary Green,APPROVE,2023-11-22T12:00:00,,C001,2024-12-31,USD,ITEM-19965,CC300,500000,JNL-DEAL,KR,40,PC02,2530.0,Marriage soldier seek.,2530.0,0.0,2025,2025-03-07,0.8348,C,2025-01-04,SAP,EXPENSE,CORP_LEDGER
APR-19966,be73dc95-b064-4426-bc44-9593cbab985f,2.0,Finance,finance_b18315ab@example.com,George Williams,APPROVE,2023-11-27T21:00:00,,C003,2024-12-11,USD,ITEM-19966,CC300,600000,JNL-COURSE,SA,50,PC02,2485.83,Consider hair pattern nice.,0.0,2485.83,2025,2025-08-16,1.2542,C,2024-11-12,CONCUR,EXPENSE,APAC_LEDGER
APR-19967,be73dc95-b064-4426-bc44-9593cbab985f,3.0,Finance_Recon,finance_6ef29fa0@example.com,Michelle Martinez,APPROVE,2023-12-01T19:00:00,Finance reconciliation completed,C001,2025-02-20,USD,ITEM-19967,CC100,500000,JNL-CENTER,DR,40,PC03,1611.37,Cultural thing trouble industry market think away.,1611.37,0.0,2025,2025-04-12,0.9942,M,2025-06-06,CONCUR,EXPENSE,CORP_LEDGER
APR-19968,be7be614-1330-4796-988f-732455bb19e1,1.0,Manager,manager_136c4b5a@example.com,Susan King,APPROVE,2024-02-01T05:00:00,,C002,2024-12-17,GBP,ITEM-19968,CC200,400000,JNL-WHY,DR,40,PC02,2624.71,Across investment simple name poor reason business.,0.0,2624.71,2025,2025-04-22,1.2643,M,2025-05-07,WORKDAY,EXPENSE,CORP_LEDGER
APR-19969,be7be614-1330-4796-988f-732455bb19e1,2.0,Finance_Recon,finance_df9ed2e5@example.com,Christopher Jackson,APPROVE,2024-02-04T14:00:00,Finance reconciliation completed,C002,2025-07-16,EUR,ITEM-19969,CC300,600000,JNL-PERSONAL,SA,40,PC01,791.89,Himself general their.,791.89,0.0,2025,2025-03-09,0.7505,C,2025-07-29,SAP,TRAVEL,CORP_LEDGER
APR-19970,be860604-d2a7-4ecd-85dc-b6e9f0f755fd,1.0,Manager,manager_5f9c493d@example.com,Jacqueline Haas,APPROVE,2023-11-04T09:00:00,,C002,2024-10-15,EUR,ITEM-19970,CC300,400000,JNL-SERVICE,DR,40,PC01,2946.51,Become mind old perform beat law.,0.0,2946.51,2025,2025-05-29,1.2925,B,2024-12-22,WORKDAY,TRAVEL,APAC_LEDGER
APR-19971,be860604-d2a7-4ecd-85dc-b6e9f0f755fd,2.0,Finance_Recon,finance_a6dcf05d@example.com,Laurie Ray,APPROVE,2023-11-04T12:00:00,Finance reconciliation completed,C003,2025-01-30,GBP,ITEM-19971,CC300,400000,JNL-TREATMENT,SA,50,PC01,1289.13,Herself property hit onto company probably war.,1289.13,0.0,2025,2025-06-26,0.8173,C,2025-07-17,SAP,PURCHASE,APAC_LEDGER
APR-19972,be88bd16-8704-4590-999a-291eefe7b994,1.0,Manager,manager_18873f77@example.com,Benjamin Greene,APPROVE,2024-08-06T13:00:00,,C003,2025-03-09,USD,ITEM-19972,CC300,400000,JNL-MRS,SA,40,PC03,2280.27,Trip among break control.,0.0,2280.27,2025,2025-01-29,1.3656,B,2025-08-09,SAP,TRAVEL,APAC_LEDGER
APR-19973,be88bd16-8704-4590-999a-291eefe7b994,2.0,Finance,finance_46433938@example.com,Mary Christensen,APPROVE,2024-08-12T09:00:00,,C002,2025-03-03,USD,ITEM-19973,CC300,500000,JNL-FIRST,KR,50,PC01,4092.01,Team off pattern perhaps Republican able.,4092.01,0.0,2025,2024-11-17,0.9526,B,2024-11-20,SAP,EXPENSE,APAC_LEDGER
APR-19974,be88bd16-8704-4590-999a-291eefe7b994,3.0,Finance_Recon,finance_7b3017d5@example.com,Melissa Duke,APPROVE,2024-08-15T01:00:00,Finance reconciliation completed,C003,2024-10-01,USD,ITEM-19974,CC100,500000,JNL-NETWORK,SA,50,PC03,2353.17,Dog Democrat everyone thing section thousand door.,0.0,2353.17,2025,2025-09-12,0.9617,C,2025-05-27,CONCUR,TRAVEL,APAC_LEDGER
APR-19975,be8a17e8-375f-4b3d-ab7e-839112ac110c,1.0,Manager,manager_7870bb4b@example.com,Jon Marsh,APPROVE,2024-02-01T03:00:00,,C001,2025-03-05,EUR,ITEM-19975,CC300,500000,JNL-STUDY,KR,40,PC03,107.38,Value anyone president series.,107.38,0.0,2025,2025-01-04,1.0022,B,2025-01-18,WORKDAY,EXPENSE,APAC_LEDGER
APR-19976,be8a17e8-375f-4b3d-ab7e-839112ac110c,2.0,Finance_Recon,finance_5b3d7f02@example.com,Alvin Garcia,APPROVE,2024-02-04T07:00:00,Finance reconciliation completed,C003,2025-07-01,USD,ITEM-19976,CC200,500000,JNL-FIRE,KR,40,PC02,3895.38,Age have save media turn especially since.,0.0,3895.38,2025,2025-07-27,1.0661,M,2025-06-26,SAP,PURCHASE,CORP_LEDGER
APR-19978,be8af5f5-dd59-4b19-97e1-db2a2fa87a43,1.1,Manager_RESUBMIT,manager_4151cc10@example.com,Natasha Sullivan,RESUBMITTED,2023-10-21T14:00:00,Resubmitted by owner after additional docs,C002,2025-09-10,INR,ITEM-19977,CC100,500000,JNL-KID,DR,40,PC01,1558.59,Recently goal western professional school change suddenly.,1558.59,0.0,2025,2025-01-31,0.8886,C,2024-11-27,CONCUR,PURCHASE,APAC_LEDGER
APR-19978,be8af5f5-dd59-4b19-97e1-db2a2fa87a43,1.0,Manager,manager_4151cc10@example.com,Natasha Sullivan,APPROVE,2023-10-22T14:00:00,Sent back for more receipts/details. Final decision: APPROVE.,C003,2025-07-07,INR,ITEM-19978,CC100,400000,JNL-KID,KR,50,PC01,1027.86,Military important whatever central fly of exist.,0.0,1027.86,2025,2025-03-16,1.1398,C,2025-08-10,CONCUR,EXPENSE,CORP_LEDGER
APR-19979,be8af5f5-dd59-4b19-97e1-db2a2fa87a43,2.0,Finance,finance_59aeea0b@example.com,Christopher Warner,APPROVE,2023-10-25T22:00:00,,C001,2024-12-23,USD,ITEM-19979,CC100,500000,JNL-SERVICE,KR,50,PC01,4704.59,Summer allow thing throughout civil.,4704.59,0.0,2025,2024-10-28,1.0917,M,2024-12-31,WORKDAY,EXPENSE,CORP_LEDGER
APR-19980,be8af5f5-dd59-4b19-97e1-db2a2fa87a43,3.0,Finance_Recon,finance_289ed805@example.com,Jessica Martinez MD,APPROVE,2023-10-27T20:00:00,Finance reconciliation completed,C001,2025-01-02,GBP,ITEM-19980,CC300,400000,JNL-BOX,DR,50,PC03,65.35,Red four could continue exactly people carry sign.,0.0,65.35,2025,2024-12-04,1.3615,C,2025-06-15,WORKDAY,TRAVEL,APAC_LEDGER
APR-19981,be97173f-5058-471c-a5d3-800eebada460,1.0,Manager,manager_96f02aa2@example.com,Ashley Pierce,APPROVE,2024-10-02T07:00:00,,C003,2025-01-07,USD,ITEM-19981,CC100,400000,JNL-FLY,DR,40,PC02,3317.51,Law thought article general back its vote.,3317.51,0.0,2025,2025-05-29,1.0281,B,2025-02-21,CONCUR,TRAVEL,CORP_LEDGER
APR-19982,be97173f-5058-471c-a5d3-800eebada460,2.0,Finance,finance_ad5009ec@example.com,Marissa Walker,APPROVE,2024-10-07T06:00:00,,C001,2025-06-02,EUR,ITEM-19982,CC200,500000,JNL-TOGETHER,KR,50,PC03,2715.41,Yeah success student phone itself agree cup.,0.0,2715.41,2025,2025-01-07,0.8454,B,2025-05-16,WORKDAY,PURCHASE,CORP_LEDGER
APR-19983,be97173f-5058-471c-a5d3-800eebada460,3.0,Finance_Recon,finance_13d80883@example.com,Rebecca Stuart,APPROVE,2024-10-10T15:00:00,Finance reconciliation completed,C001,2025-08-04,EUR,ITEM-19983,CC100,600000,JNL-RELATE,KR,40,PC02,2267.82,Something base spend discuss this.,2267.82,0.0,2025,2025-09-03,1.393,M,2024-11-25,CONCUR,TRAVEL,APAC_LEDGER
APR-19985,be984d47-2398-474a-8121-4941810b9419,1.1,Manager_RESUBMIT,manager_bfbf96ff@example.com,Emily Ellis,RESUBMITTED,2024-07-20T17:00:00,Resubmitted by owner after additional docs,C003,2024-11-25,GBP,ITEM-19984,CC200,500000,JNL-EXECUTIVE,DR,40,PC01,3521.74,Suffer professional owner clear.,0.0,3521.74,2025,2024-11-03,0.7086,B,2025-04-21,WORKDAY,TRAVEL,APAC_LEDGER
APR-19985,be984d47-2398-474a-8121-4941810b9419,1.0,Manager,manager_bfbf96ff@example.com,Emily Ellis,APPROVE,2024-07-20T17:00:00,Sent back for more receipts/details. Final decision: APPROVE.,C003,2025-03-11,GBP,ITEM-19985,CC300,500000,JNL-MEETING,KR,50,PC02,2324.93,Card huge century lawyer nor short church.,2324.93,0.0,2025,2025-03-01,1.1131,C,2025-06-23,WORKDAY,PURCHASE,APAC_LEDGER
APR-19986,be984d47-2398-474a-8121-4941810b9419,2.0,Finance,finance_b8c04e64@example.com,Kenneth Robles,APPROVE,2024-07-25T09:00:00,,C002,2024-12-10,INR,ITEM-19986,CC100,500000,JNL-ART,KR,40,PC02,1682.41,Now officer edge table defense.,0.0,1682.41,2025,2025-09-11,0.8417,B,2025-07-21,WORKDAY,EXPENSE,CORP_LEDGER
APR-19987,be984d47-2398-474a-8121-4941810b9419,3.0,Finance_Recon,finance_fb8abd20@example.com,Terry Wong,APPROVE,2024-07-29T03:00:00,Finance reconciliation completed,C001,2025-08-27,USD,ITEM-19987,CC200,400000,JNL-STRUCTURE,DR,40,PC01,2912.19,Practice never happy camera understand focus.,2912.19,0.0,2025,2025-02-22,1.4248,B,2024-12-30,WORKDAY,TRAVEL,APAC_LEDGER
APR-19988,bea1d4b8-d23c-4e3a-bc88-46a577ae5bc7,1.0,Manager,manager_374ea977@example.com,Karl Greene,REJECT,2024-01-25T06:00:00,,C002,2025-03-30,GBP,ITEM-19988,CC100,600000,JNL-THEY,DR,50,PC01,4637.43,Wear table commercial.,0.0,4637.43,2025,2025-05-24,0.9782,B,2025-03-15,WORKDAY,TRAVEL,CORP_LEDGER
